page_a,page_b,title_a,title_b,mismatch_type,gemini_similarity,kg_similarity,content_excerpt_a,content_excerpt_b,expert_verdict,notes
page_0121,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9633,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0129,page_0130,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0129,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0130,page_0133,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0130,page_0135,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0130,page_0143,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0133,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0135,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0142,page_0143,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0232,page_0240,GPES Cardiovascular Disease Prevention Audit - NHS Digital,Cardiovascular Disease Prevention (CVDPREVENT) Audit - NHS England Digital,CONFLICT,0.9612,0.078,GPES Cardiovascular Disease Prevention Audit Data Provision Notice to require the submission of general practice data in connection with the national Cardiovascular Disease Prevention Audit (CVDPREVENT Audit). Page contents Overview NHS England has directed NHS Digital to collect and analyse data in,Cardiovascular Disease Prevention (CVDPREVENT) Audit Data Provision Notice to require the submission of data from general practices in connection with the Cardiovascular Disease Prevention (CVDPREVENT) Audit. Page contents Overview The CVDPREVENT Audit is a national primary care audit that supports ,,
page_0121,page_0137,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9585,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0130,page_0131,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9525,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0131,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9525,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0124,page_0130,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9512,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0124,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9512,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0125,page_0130,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9512,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0125,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9512,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0127,page_0133,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9511,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe We collect data from GP practices to help support care and research. Find out about our new way of","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0127,page_0135,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9511,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe We collect data from GP practices to help support care and research. Find out about our new way of","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0127,page_0131,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.946,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe We collect data from GP practices to help support care and research. Find out about our new way of","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0125,page_0127,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9439,0.078,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe We collect data from GP practices to help support care and research. Find out about our new way of",,
page_0472,page_0473,Supplier status: Clinical assessment services referral (and booking) - NHS Digital,Supplier status: Emergency department referral (and booking) - NHS Digital,CONFLICT,0.9438,0.078,Supplier status: Clinical assessment services referral (and booking) See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for referrals (and booking) into clinical assessment services. For those still implementing the Standard in their systems you can see the status,Supplier status: Emergency department referral (and booking) See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for referrals (and booking) into emergency departments. For those still implementing the Standard in their systems you can see the status of their imple,,
page_0033,page_0080,CCG authorisation waves agreed | NHS England,Full set of first wave authorisation applications received on time  | NHS England,CONFLICT,0.9374,0.078,The NHS Commissioning Board Authority is being asked to approve the timing of the four CCG authorisation waves. A paper going to the 31 May 2012 board meeting outlines how all 212 proposed CCG applicants have now agreed their wave. Applications for CCG authorisation will take place from July to Nove,The NHS Commissioning Board Authority has today confirmed receipt of 35 applications for authorisation from the CCGs in ‘wave one’ in accordance with its deadline of 2 July 2012. Wave one is the first of four waves of applications from CCGs which are to be submitted from July to November 2012. Dame ,,
page_0275,page_0282,General Practice Data for Planning and Research - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.9254,0.078,"General Practice Data for Planning and Research Data Provision Notice to underpin the extraction of General Practice data, for health and social care purposes including planning, policy development, public health, commissioning and research. Page contents Overview NHS Digital currently fulfils its s","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0430,page_0432,Acute Data Alignment Programme (ADAPt) - Piloting private healthcare data in NHS Digital - NHS Digital,Acute Data Alignment Programme (ADAPt) - NHS Digital,CONFLICT,0.9163,0.078,Acute Data Alignment Programme (ADAPt) - Piloting private healthcare data in NHS Digital Date Published: 28 November 2022 Current Chapter Acute Data Alignment Programme (ADAPt) - Piloting private healthcare data in NHS Digital View all Next Chapter Executive summary Introduction This is the final re,Acute Data Alignment Programme (ADAPt) The Acute Data Alignment Programme (ADAPt) is a joint programme between NHS Digital and the Private Healthcare Information Network (PHIN) which is looking to adopt common standards for data collections and performance measures across both the NHS and private he,,
page_0275,page_0279,General Practice Data for Planning and Research - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.9163,0.078,"General Practice Data for Planning and Research Data Provision Notice to underpin the extraction of General Practice data, for health and social care purposes including planning, policy development, public health, commissioning and research. Page contents Overview NHS Digital currently fulfils its s","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0256,page_0259,COVID-19 At Risk Patients - NHS Digital,COVID-19 at-risk patients Data Provision Notices - NHS Digital,CONFLICT,0.9125,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","COVID-19 at-risk patients Data Provision Notices To support the collection of data to identify patients who may be clinically extremely vulnerable if they contract COVID-19, to cover general practice and the criminal justice estate. The data collected will be analysed and linked with other data NHS ",,
page_0080,page_0351,Full set of first wave authorisation applications received on time  | NHS England,Wave 1 applications for CCG authorisation | NHS England,CONFLICT,0.9099,0.078,The NHS Commissioning Board Authority has today confirmed receipt of 35 applications for authorisation from the CCGs in ‘wave one’ in accordance with its deadline of 2 July 2012. Wave one is the first of four waves of applications from CCGs which are to be submitted from July to November 2012. Dame ,The NHS Commissioning Board Authority has today confirmed the 35 aspiring clinical commissioning groups (CCGs) who have chosen to be assessed in the first wave of applications for authorisation. These are: Bassetlaw Blackpool Bedfordshire Calderdale Cumbria Dudley East & North Herts East Leicestersh,,
page_0073,page_0082,"Bulletin for proposed CCGs – Issue 15, 14 June 2012 | NHS England","Bulletin for proposed CCGs – Issue 16, 4 July 2012 | NHS England",CONFLICT,0.9075,0.078,Contents Welcome from Barbara Hakin New web tool signposts learning and development opportunities Initiative to help CCGs with commissioning support decisions CCG remuneration guidance Running costs allowances update Authorisation ‘surgeries’ for waves two and three Key elements of authorisation pro,Contents Welcome from Barbara Hakin Single operating model for commissioning primary care NHS (Clinical Commissioning Groups) Regulations 2012 Code of conduct published Commissioning assembly Draft mandate to the NHS Commissioning Board Recruitment of domain and key assessors for Wave 1 CCG authoris,,
page_0044,page_0046,NHS England » Clinical commissioning groups: proposed configurations agreed,NHS England » CCG authorisation waves agreed,CONFLICT,0.8977,0.078,"The board of the NHS Commissioning Board Authority has today agreed the proposed configuration and member practices for 212 proposed clinical commissioning groups (CCGs). This information, along with the publication of the indicative running cost allowances for 2013/14, will enable proposed CCGs to ",The NHS Commissioning Board Authority is being asked to approve the timing of the four CCG authorisation waves. A paper going to the 31 May 2012 board meeting outlines how all 212 proposed CCG applicants have now agreed their wave. Applications for CCG authorisation will take place from July to Nove,,
page_0033,page_0363,CCG authorisation waves agreed | NHS England,NHS England » Wave 1 applications for CCG authorisation,CONFLICT,0.8951,0.078,The NHS Commissioning Board Authority is being asked to approve the timing of the four CCG authorisation waves. A paper going to the 31 May 2012 board meeting outlines how all 212 proposed CCG applicants have now agreed their wave. Applications for CCG authorisation will take place from July to Nove,The NHS Commissioning Board Authority has today confirmed the 35 aspiring clinical commissioning groups (CCGs) who have chosen to be assessed in the first wave of applications for authorisation. These are: Bassetlaw Blackpool Bedfordshire Calderdale Cumbria Dudley East & North Herts East Leicestersh,,
page_0046,page_0357,NHS England » CCG authorisation waves agreed,Clinical commissioning groups: proposed configurations agreed | NHS England,CONFLICT,0.8909,0.078,The NHS Commissioning Board Authority is being asked to approve the timing of the four CCG authorisation waves. A paper going to the 31 May 2012 board meeting outlines how all 212 proposed CCG applicants have now agreed their wave. Applications for CCG authorisation will take place from July to Nove,"The board of the NHS Commissioning Board Authority has today agreed the proposed configuration and member practices for 212 proposed clinical commissioning groups (CCGs). This information, along with the publication of the indicative running cost allowances for 2013/14, will enable proposed CCGs to ",,
page_0165,page_0166,Apprenticeship scheme - NHS Digital,Graduate scheme - NHS Digital,CONFLICT,0.8802,0.078,"Apprenticeship scheme An apprenticeship combines a practical job with study. The standards are designed by industry organisations and end with a qualification, ranging from GSCE to degree level. Page contents All apprenticeships are governed by the Institute for Apprenticeships and Education and Ski","Graduate scheme The graduate scheme is a training programme, run by NHS Digital, to develop our workforce to meet the future needs of our business. Page contents Overview of the graduate scheme The scheme lasts two years and includes accreditation to professional qualifications, alongside on-the-job",,
page_0476,page_0478,Calculating Quality Reporting Service (CQRS) - NHS Digital,CQRS user guides - NHS Digital,CONFLICT,0.8753,0.078,"Calculating Quality Reporting Service (CQRS) The Calculating Quality Reporting Service (CQRS) is an approvals, reporting and payments calculation system for GP practices. It helps practices to track, monitor and declare achievement for the Quality and Outcomes Framework (QOF), Direct Enhanced Servic","CQRS user guides These guides provide details about how to perform certain tasks on the Calculating Quality Reporting Service (CQRS) , including submitting achievement for services. Page contents QOF manual entry guide internal Full QOF manual entry guide In the event the automated extract fails Thi",,
page_0403,page_0410,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.078,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0404,page_0411,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,0.8734,0.078,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0024,page_0025,NHS England » Authorisation: Final draft guide published and next steps outlined,"Bulletin for proposed CCGs – Issue 13, 1 May 2012 | NHS England",CONFLICT,0.8731,0.078,Clinical commissioning group authorisation: Draft guide for applicants has been published following its formal ratification at the Board meeting of the NHS Commissioning Board Authority (NHS CBA) on 13 April 2012. The guide is still formally a ‘draft’ because the authorisation regulations have yet t,Contents Welcome from Barbara Hakin Letter to emerging CCG leaders from David Nicholson Authorisation: Final draft guide published and next steps outlined New places available at leadership assessment centre HR guidance for CCGs CCGs and Agenda for Change Financial planning exercise Commissioning su,,
page_0254,page_0283,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8698,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0255,page_0283,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8698,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0260,page_0284,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8698,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0254,page_0281,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8694,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0255,page_0281,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8694,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0044,page_0354,NHS England » Clinical commissioning groups: proposed configurations agreed,Briefing note on CCG indicative running cost allowances | NHS England,CONFLICT,0.862,0.078,"The board of the NHS Commissioning Board Authority has today agreed the proposed configuration and member practices for 212 proposed clinical commissioning groups (CCGs). This information, along with the publication of the indicative running cost allowances for 2013/14, will enable proposed CCGs to ",The NHS Commissioning Board Authority has today published a briefing note on the indicative running costs allowances for 212 proposed CCGs for 2013-14. The running costs allowance for CCGs has already been set at up to £25 per head of population per year. This limit meets the requirement to reduce s,,
page_0354,page_0357,Briefing note on CCG indicative running cost allowances | NHS England,Clinical commissioning groups: proposed configurations agreed | NHS England,CONFLICT,0.8615,0.078,The NHS Commissioning Board Authority has today published a briefing note on the indicative running costs allowances for 212 proposed CCGs for 2013-14. The running costs allowance for CCGs has already been set at up to £25 per head of population per year. This limit meets the requirement to reduce s,"The board of the NHS Commissioning Board Authority has today agreed the proposed configuration and member practices for 212 proposed clinical commissioning groups (CCGs). This information, along with the publication of the indicative running cost allowances for 2013/14, will enable proposed CCGs to ",,
page_0293,page_0298,Our Strategic Intent | Health Education England,Health Education England » HEE approves authorisation of 13 Local Education and Training Boards,CONFLICT,0.8608,0.078,"Health Education England (HEE) is officially established on the 1st April 2013, and we are seeking your views on our proposed strategic priorities. ‘Introducing Health Education England: Our Strategic Intent’ sets out our purpose and the role that we will play in leading education, training and deve","27 March 2013 - 15:06 Health Education England (HEE) has approved the establishment of 13 Local Education and Training Boards (LETBs), which will take on their functions from 1 April. LETB boards, which will be committees of HEE, are made up of representatives from local providers of NHS services an",,
page_0055,page_0062,"NHS England » Skills and behaviours to engage, motivate and lead others (including across your CCG membership)",NHS England » Skills in securing improved patient experience in all aspects of commissioning,CONFLICT,0.8563,0.078,"8 June 2012 - 14:47 These products will be of help to individual leaders, senior teams and extended teams : Clinical commissioning group governing body members: Role outlines, attributes and skills This resource provides a description of the roles on the governing body and the skills and qualities n","11 June 2012 - 08:27 These products will be of help to individual leaders, senior teams, governing bodies, extended teams and whole CCGs : NHS Institute’s Commissioning for a Positive Patient Experience One-day workshop using coaching to use the principles of Experience Based Design to improve patie",,
page_0042,page_0082,Landmark moment on the road to authorisation – Barbara Hakin | NHS England,"Bulletin for proposed CCGs – Issue 16, 4 July 2012 | NHS England",CONFLICT,0.855,0.078,"Last week we reached a real landmark moment in the journey towards developing CCGs and the new clinically-led commissioning system. As you will have heard, we now have proposed CCGs covering the whole of England. That means 212 groups of practices have chosen to come together to shape and commission",Contents Welcome from Barbara Hakin Single operating model for commissioning primary care NHS (Clinical Commissioning Groups) Regulations 2012 Code of conduct published Commissioning assembly Draft mandate to the NHS Commissioning Board Recruitment of domain and key assessors for Wave 1 CCG authoris,,
page_0258,page_0279,COVID-19 At Risk Patients - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,0.8512,0.078,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the criminal justice estate. Page contents July 2022: Please note that the Notices below are being updated to ","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
page_0500,page_0501,Practice level prescribing data: more information - NHS Digital,Practice level prescribing - glossary of terms - NHS Digital,CONFLICT,0.9056,0.076,"Practice level prescribing data: more information Describes which practices and professionals are included in the data and how prescription data is collected. Page contents Included practices All registered practices, including GP practices, in England are included in the data, including a number of",Practice level prescribing - glossary of terms A detailed description of the terms used in this data set. Page contents BNF classifications The NHS Business Services Authority (BSA) prescribing and dispensing information systems use the therapeutic classifications defined in the British National For,,
page_0130,page_0132,Home - NHS Digital,Home - NHS Digital,CONFLICT,1.0,0.075,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0132,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,1.0,0.075,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0120,page_0130,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9695,0.075,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0120,page_0142,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9695,0.075,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0132,page_0137,Home - NHS Digital,Home - NHS Digital,CONFLICT,0.9621,0.075,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0256,page_0260,COVID-19 At Risk Patients - NHS Digital,COVID-19 At Risk Patients - NHS Digital,CONFLICT,1.0,0.074,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ",,
page_0257,page_0258,COVID-19 At Risk Patients - NHS Digital,COVID-19 At Risk Patients - NHS Digital,CONFLICT,0.9738,0.074,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the criminal justice estate. Page contents July 2022: Please note that the Notices below are being updated to ",,
