page_id,title,triple_count,entity_count,coherence_score,routing,matched_categories
page_0329,Health Education England » HEE launches first national consultation on a NHS bands 1-4 workforce strategy,3,4,0.55,AMBIGUOUS,Region; National priorities
page_0330,Health Education England » Aspirant nurses describe journey so far on pioneering care pilots,1,2,1.0,COHERENT,Region; Profession; National priorities
page_0331,Health Education England » Broadening the Foundation Programme report,3,5,0.76,COHERENT,Clinical discipline; Region; Training type; Topic; Publication type; National priorities
page_0333,Health Education England » Consultation skills for pharmacy practice framework launched,3,5,0.76,COHERENT,Publication type; Region; Tags; National priorities
page_0334,Health Education England » New values mapping tool launched,3,4,0.55,AMBIGUOUS,Tags; Training type
page_0335,Health Education England » Government and NHS discuss expansion of healthcare army reservists,3,5,0.64,AMBIGUOUS,Region; Training type; Career stage; National priorities
page_0336,Health Education England » Government and NHS discuss expansion of healthcare army reservists,3,6,0.7,COHERENT,Region; Training type; Tags; Recruitment format; National priorities
page_0339,NHS England » Board Meeting – 9 December 2011,3,6,0.76,COHERENT,Event type; Training type; Career stage; National priorities
page_0340,NHS England » NHS Commissioning Board Special Health Authority announces designate executive directors at first meeting,3,5,0.64,AMBIGUOUS,Region; National priorities; Career stage; Recruitment format
page_0341,NHS England » NHS Commissioning Board Special Health Authority announces designate executive directors at first meeting,3,5,0.64,AMBIGUOUS,Region; Recruitment format; Career stage; National priorities
page_0342,Equality Analysis of NHS Commissioning Board Authority Functions | NHS England,4,7,0.914,COHERENT,Career stage; National priorities; Publication type; Tags; Recruitment format
page_0343,NHS England » Equality Analysis of NHS Commissioning Board Authority Functions,3,6,1.0,COHERENT,Career stage; Event type; Tags; Recruitment format; National priorities
page_0344,Commissioning Outcomes Framework consultation  | NHS England,3,4,0.79,COHERENT,Region; Topic; Publication type; Tags; Recruitment format; National priorities
page_0345,National Director of Finance appointed | NHS England,3,4,0.85,COHERENT,Region; Tags; Career stage; Recruitment format
page_0346,NHS England » Commissioning Outcomes Framework consultation,3,5,0.712,COHERENT,Region; Topic; National priorities; Publication type; Tags; Recruitment format
page_0347,NHS England » Commissioning intelligence report,3,6,0.9,COHERENT,Publication type; Tags; Topic
page_0348,NHS England » National Director of Finance appointed,3,5,0.76,COHERENT,Region; Tags; Career stage; Recruitment format
page_0350,NHS England » Board meeting – 13 April 2012,3,6,0.9,COHERENT,Event type; Tags; Career stage; National priorities
page_0351,Wave 1 applications for CCG authorisation | NHS England,3,4,0.85,COHERENT,Topic; Career stage
page_0353,CCG indicative running cost allowances | NHS England,3,6,0.9,COHERENT,Region; Career stage; Event type; Tags; National priorities
page_0354,Briefing note on CCG indicative running cost allowances | NHS England,3,5,0.52,AMBIGUOUS,Career stage
page_0356,Secretary of State’s second accountability meeting with the Commissioning Board Authority | NHS England,4,5,0.64,AMBIGUOUS,Publication type; Event type; National priorities
page_0357,Clinical commissioning groups: proposed configurations agreed | NHS England,3,5,0.88,COHERENT,Region; Career stage; Topic; National priorities; Recruitment format
page_0358,NHS England » Secretary of State’s second accountability meeting with the Commissioning Board Authority,3,4,0.7,COHERENT,Publication type; Event type; Career stage
page_0359,NHS England » Briefing note on CCG indicative running cost allowances,3,6,0.6,AMBIGUOUS,Publication type; Region; Career stage; Recruitment format
page_0361,NHS England » CCG indicative running cost allowances,2,4,0.7,COHERENT,Event type; Career stage
page_0362,NHS England » Transfer of Patient Safety function to the NHS Commissioning Board Authority,3,4,0.85,COHERENT,Clinical discipline; Region; Career stage; Publication type; Tags; Recruitment format; National priorities
page_0363,NHS England » Wave 1 applications for CCG authorisation,3,6,0.7,COHERENT,Topic; Career stage
page_0364,NHS England » Videos of the Board meeting held on 31 May 2012,3,6,0.9,COHERENT,Training type; Career stage; Event type; Publication type; National priorities
page_0365,NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,3,6,1.0,COHERENT,Training type; Career stage; Event type; Topic; Publication type; Tags; Profession
page_0367,"NHS England » Skills in crafting messages for patients and public, capability in handling interviews with the Press",3,6,1.0,COHERENT,Tags; Career stage; Recruitment format
page_0368,NHS England » Understanding of duties under The Equality Act. Skills in using Equality Delivery System,3,6,0.8,COHERENT,Clinical discipline; Career stage; Tags; Profession; National priorities
page_0369,Awareness of and plans for succession planning and talent management | NHS England,3,6,0.8,COHERENT,Career stage; Publication type; Tags; Profession; National priorities
page_0370,New web tool signposts learning and development opportunities | NHS England,3,6,0.862,COHERENT,Tags; Topic; Career stage; National priorities
page_0371,New director appointments to the NHS Commissioning Board | NHS England,2,3,0.6,AMBIGUOUS,Career stage
page_0372,Choice and Competition Framework | NHS England,3,5,0.88,COHERENT,Career stage; Event type; Publication type; Tags; National priorities
page_0373,NHS Commissioning Board Authority at the NHS Confederation Annual Conference | NHS England,3,5,0.0,CONFLICT,
page_0374,eXhibition eXchange at Commissioning 2012 | NHS England,2,4,0.7,COHERENT,Profession; Career stage
page_0375,NHS England » New web tool signposts learning and development opportunities,3,6,0.962,COHERENT,Tags; Topic; Career stage; National priorities
page_0376,NHS England » NHS Commissioning Board Authority at the NHS Confederation Annual Conference,3,5,0.52,AMBIGUOUS,Event type
page_0377,NHS England » eXhibition eXchange at Commissioning 2012,3,6,1.0,COHERENT,Clinical discipline; Region; Career stage; Publication type; Tags
page_0378,NHS England » New director appointments to the NHS Commissioning Board,2,3,0.0,CONFLICT,
page_0379,NHS England » New director appointments to the NHS Commissioning Board,3,4,0.0,CONFLICT,
page_0380,Annual Report and Accounts 2011/12 published | NHS England,3,5,1.0,COHERENT,Publication type; Topic; Career stage
page_0381,Strategic clinical networks | NHS England,3,6,1.0,COHERENT,Clinical discipline; Region; Career stage; Topic; Publication type; Tags; Recruitment format; National priorities
page_0383,NHS England » Annual report,3,4,0.7,COHERENT,Publication type; Region; Career stage
page_0384,NHS England » Where can I find out more?,3,5,0.76,COHERENT,Publication type; Region; Clinical discipline; National priorities
page_0385,NHS England » Babies to get new test for eye cancer in the womb to save their sight,3,6,0.5,AMBIGUOUS,Clinical discipline; National priorities
page_0386,NHS England » The new Congenital Heart Disease review,3,5,0.712,COHERENT,Region; Tags; National priorities
page_0387,NHS England » Diffusing innovation in healthcare,3,6,0.767,COHERENT,Clinical discipline; Topic; National priorities; Publication type; Tags; Recruitment format
page_0390,NHS England » Bulletins,2,4,0.85,COHERENT,Region; News type; National priorities; Publication type; Tags; Recruitment format
page_0392,NHS England » Contribute,2,4,0.7,COHERENT,News type; National priorities
page_0393,NHS England » Health visitors bulletin,2,3,1.0,COHERENT,Publication type; Region; News type; National priorities
page_0395,NHS England » The month,3,3,0.6,AMBIGUOUS,News type
page_0396,NHS England » Busiest November ever as new figures show pressures on NHS staff,3,6,0.5,AMBIGUOUS,Tags; National priorities
page_0397,NHS England » Our funding,3,6,0.6,AMBIGUOUS,Tags; Topic; National priorities
page_0398,NHS England » Business as usual,3,2,0.0,CONFLICT,
page_0400,NHS England » Our 2022/23 business plan,2,4,0.55,AMBIGUOUS,Publication type; Region
page_0401,"NHS England » 1. Support the NHS to attract and retain more people, working differently in a compassionate and inclusive culture",3,6,0.767,COHERENT,Region; National priorities; Publication type; Tags; Profession; Recruitment format
page_0402,NHS England » 10. Improve productivity and reduce variation across the health system,3,6,0.8,COHERENT,Region; Training type; Career stage; Publication type; Recruitment format; National priorities
page_0403,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,4,6,0.7,COHERENT,Tags; Clinical discipline; Topic; Career stage
page_0404,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,3,4,0.7,COHERENT,Region; National priorities; Recruitment format
page_0405,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,2,3,1.0,COHERENT,Tags; National priorities
page_0406,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,4,6,0.7,COHERENT,Tags; Clinical discipline; Topic; Career stage
page_0407,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",3,5,0.64,AMBIGUOUS,Publication type; Tags; National priorities
page_0408,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",1,2,0.7,COHERENT,Tags
page_0409,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",3,3,0.6,AMBIGUOUS,Tags
page_0410,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",3,4,0.7,COHERENT,Publication type; Tags; Career stage
page_0411,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",3,6,0.8,COHERENT,Publication type; Tags; National priorities
page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",1,2,0.925,COHERENT,Tags; Topic; Training type; National priorities
page_0413,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,3,4,0.55,AMBIGUOUS,Publication type
page_0414,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,3,4,0.7,COHERENT,Publication type; Tags; National priorities
page_0415,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,3,5,0.88,COHERENT,Clinical discipline; Region; Topic; Tags; National priorities
page_0416,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,3,3,0.6,AMBIGUOUS,Region
page_0417,NHS England » 5. Improve access to primary care,3,6,0.9,COHERENT,Clinical discipline; Region; Topic; National priorities; Tags; Profession; Recruitment format
page_0418,NHS England » 5. Improve access to primary care,3,5,0.76,COHERENT,Region; Topic; Tags; Profession; National priorities
page_0420,NHS England » 7. Deliver improvements in maternity care,3,5,0.84,COHERENT,Region; Topic; National priorities; Tags; Recruitment format
page_0422,NHS England » 9. Drive the integration of care and enable change,3,3,0.8,COHERENT,Publication type; Tags; National priorities
page_0423,NHS England » Foreword from our chair,3,6,0.771,COHERENT,Region; Tags
page_0424,NHS England » Introduction from our chief executive,3,6,0.9,COHERENT,Region; Event type; News type; Publication type; Tags; Recruitment format; National priorities
page_0425,Services - NHS Digital,2,3,0.923,COHERENT,Delivery method; National priorities; Publication type; Tags; Recruitment format
page_0426,Systems and services - NHS Digital,3,4,0.85,COHERENT,Clinical discipline; Training type; Publication type; Tags; National priorities
page_0427,Access and store digital patient documents - NHS England Digital,3,5,0.52,AMBIGUOUS,Tags
page_0428,Service updates - NHS England Digital,3,3,0.8,COHERENT,Tags; National priorities
page_0429,Acute Data Alignment Programme (ADAPt) - NHS Digital,3,4,0.85,COHERENT,Clinical discipline; Training type; Publication type; Tags; National priorities
page_0430,Acute Data Alignment Programme (ADAPt) - Piloting private healthcare data in NHS Digital - NHS Digital,3,5,0.88,COHERENT,Clinical discipline; Training type; Publication type; Tags; National priorities
page_0431,Acute Data Alignment Programme (ADAPt) - NHS Digital,3,4,0.85,COHERENT,Clinical discipline; Training type; Publication type; Tags; Recruitment format
page_0432,Acute Data Alignment Programme (ADAPt) - NHS Digital,3,5,0.88,COHERENT,Clinical discipline; Training type; National priorities; Publication type; Tags; Recruitment format
page_0435,Add or correct your contact details service - NHS Digital,3,6,0.9,COHERENT,Topic; National priorities; Tags; Profession; Recruitment format
page_0438,A&E self-service tool - NHS Digital,1,2,1.0,COHERENT,Tags; Topic; Training type; National priorities
page_0439,AI knowledge repository - NHS England Digital,3,3,0.8,COHERENT,Region; Tags; Profession
page_0440,Case studies - NHS England Digital,2,4,0.792,COHERENT,Publication type; Tags; National priorities
page_0443,Spread and scale AI - NHS England Digital,3,5,0.76,COHERENT,Publication type; Tags; Career stage; Recruitment format
page_0445,API platform - NHS England Digital,3,5,1.0,COHERENT,Region; Topic; Tags; Profession; National priorities
page_0446,Building healthcare APIs - NHS England Digital,3,5,0.88,COHERENT,Region; Tags; National priorities
page_0447,Developer integration survey - January 2023 - NHS Digital,3,6,0.7,COHERENT,National priorities; Tags; Training type; Recruitment format
page_0448,Artificial data pilot - NHS Digital,3,6,0.7,COHERENT,Publication type; Tags
page_0450,Better Connectivity for Health and Care (BC4HC) - NHS Digital,3,6,0.9,COHERENT,Profession; Tags; Training type; National priorities
page_0451,Birth notification service - NHS Digital,3,6,0.8,COHERENT,Region; Tags; Topic; National priorities
page_0454,Listing and viewing birth notifications - NHS Digital,3,4,0.7,COHERENT,Recruitment format; National priorities
page_0455,The birth notification process - NHS Digital,3,5,0.0,CONFLICT,
page_0456,The birth notification process - NHS Digital,2,4,0.7,COHERENT,Region; National priorities
page_0457,Things to know about the Birth Notification Application - NHS Digital,3,6,0.7,COHERENT,Recruitment format; Career stage; National priorities
page_0458,Birth Notification Application guide for maternity - NHS Digital,3,4,0.7,COHERENT,Clinical discipline; Tags
page_0459,Accessing the Birth Notification Application - NHS Digital,3,6,1.0,COHERENT,Tags; Recruitment format; National priorities
page_0461,Listing and viewing birth notifications - NHS Digital,3,6,0.7,COHERENT,National priorities
page_0462,Registering a birth - NHS Digital,2,4,0.946,COHERENT,Topic; Clinical discipline; Tags; National priorities
page_0463,Things to know about the Birth Notification Application - NHS Digital,3,6,0.8,COHERENT,National priorities; Career stage; Recruitment format
page_0464,Birth Notification Application (BNA) - quick reference guide - NHS Digital,3,5,0.832,COHERENT,Publication type; Tags; Recruitment format; National priorities
page_0465,Blueprinting - NHS England Digital,3,5,0.88,COHERENT,Region; Training type; National priorities; Tags; Recruitment format
page_0466,Booking and Referral Standard - NHS Digital,3,3,0.8,COHERENT,Tags; Recruitment format
page_0467,Information governance - NHS England Digital,3,6,0.969,COHERENT,Clinical discipline; National priorities; Publication type; Tags; Recruitment format
page_0468,Supplier status: 999 AST to CAS for validation - NHS Digital,2,4,0.0,CONFLICT,
page_0470,Supplier status: all suppliers and applications - NHS Digital,3,6,0.7,COHERENT,Clinical discipline; Training type; News type; National priorities; Tags; Recruitment format
page_0471,Supplier status: Ambulance service referral (including validation) - NHS Digital,3,4,1.0,COHERENT,Tags; Profession; Recruitment format
page_0472,Supplier status: Clinical assessment services referral (and booking) - NHS Digital,3,5,0.673,AMBIGUOUS,Publication type; Tags; National priorities
page_0473,Supplier status: Emergency department referral (and booking) - NHS Digital,3,5,0.88,COHERENT,Clinical discipline; Tags; Recruitment format; National priorities
page_0474,Supplier status: GP to Pharmacy CPCS Minor Illness - NHS Digital,3,2,0.7,COHERENT,National priorities; Clinical discipline; Recruitment format
page_0475,Bureau Service Portal - NHS Digital,3,6,0.9,COHERENT,Region; National priorities; Publication type; Tags; Recruitment format
page_0476,Calculating Quality Reporting Service (CQRS) - NHS Digital,3,4,0.961,COHERENT,Clinical discipline; Training type; Publication type; Tags; Profession; National priorities
page_0477,Calculating Quality Reporting Service (CQRS) releases - NHS Digital,3,4,0.94,COHERENT,Career stage; News type; Publication type; Tags; Profession
page_0478,CQRS user guides - NHS Digital,3,6,1.0,COHERENT,Publication type; Tags; Recruitment format; National priorities
page_0479,Enhanced services 2019-2020 CQRS manual entry user guide - NHS Digital,3,5,0.88,COHERENT,Publication type; Tags; Clinical discipline; National priorities
page_0480,Full QOF manual entry guide In the event the automated extract fails - NHS Digital,3,6,0.5,AMBIGUOUS,Tags
page_0482,Calculating Quality Reporting Service (CQRS) - NHS Digital,3,6,1.0,COHERENT,Clinical discipline; Region; Topic; Publication type; Tags; Profession; National priorities
page_0484,Areas of interest - NHS Digital,3,4,1.0,COHERENT,Topic; National priorities; Publication type; Tags; Recruitment format
page_0486,NHS Surplus Land data collection - NHS England Digital,3,5,0.88,COHERENT,Training type; News type; Publication type; Tags; National priorities
page_0488,Patient-Led Assessments of the Care Environment (PLACE) - NHS Digital,3,5,0.88,COHERENT,National priorities; Tags; Recruitment format
page_0489,Patient-led assessments of the care environment dementia-friendly environments: guidance for assessors - NHS England Digital,3,7,0.914,COHERENT,Clinical discipline; Topic; Publication type; Tags; National priorities
page_0490,Guidance and information for patient assessors - NHS England Digital,2,3,0.8,COHERENT,Publication type; Tags; National priorities
page_0492,Quality Accounts - NHS Digital,3,6,1.0,COHERENT,Region; Publication type; Profession; Tags; Recruitment format; National priorities
page_0493,Domain 1 - Preventing people from dying prematurely - NHS Digital,3,6,0.6,AMBIGUOUS,Region; Tags; Clinical discipline; Training type
page_0495,Domain 4 - Ensuring people have a positive experience of care - NHS Digital,2,4,0.957,COHERENT,Region; Tags; Recruitment format; National priorities
page_0496,Domain 5 - Treating and caring for people in a safe environment and protecting them from avoidable harm - NHS Digital,3,6,0.9,COHERENT,Publication type; Tags; Topic
page_0497,Maternity and Neonatal Data Hub - NHS Digital,3,6,1.0,COHERENT,Region; Topic; Publication type; Tags; Recruitment format; National priorities
page_0498,Prescribing - NHS Digital,3,6,0.9,COHERENT,Region; National priorities; Publication type; Tags; Profession; Recruitment format
page_0499,Practice Level Prescribing in England: a summary - NHS Digital,3,6,0.8,COHERENT,Publication type; Tags; National priorities
page_0502,Primary care - NHS Digital,3,9,0.933,COHERENT,Tags; Clinical discipline; National priorities
